Title,Address,Description,Posted Date,Expiry Date,Price,Area,House Direction,Balcony Direction,Bedrooms,Toilets,Frontage,Entrance Width,Number of Floors,Legal Status,Interior,Listing Type,Listing ID
"Cần giao dịch nhanh căn studio tòa S401 - DT 31,7m2, giá 1 tỷ 750tr bao phí","Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","Cần giao dịch nhanh căn studio, tòa S401. - Diện tích: TT 31,7m². - Giá: 1,75 tỷ. - View nội khu. - Full nội thất. - Ban công hướng đẹp. Liên hệ: Minh Phượng  0866 833 ***",07/11/2024,22/11/2024,"1,75 tỷ","31,7 m²",Có sổ.,Full nội thất.,N/A,N/A,1 phòng,1 phòng,N/A,N/A,N/A,Tin thường,39780941
"Studio tòa I5 - 32m2, 1.62 tỷ - Imperia Smart City (dt tt 28.4m2) - chính chủ bán cắt lỗ","Dự án Imperia Smart City, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","Mình đăng thông tin chính chủ bán gấp nhà của bố mẹ mình để ông bà về quê. Căn hộ tại tòa I5, chung cư Imperia Smart City -. Căn Studio, DT 32m², dt tt 28.4m², tầng đẹp, view đẹp, nội thất đầy đủ, nhà đang ở. Giá bán 1 tỷ 620tr (có gia lộc). Mình cần bán rất gấp và ở nước ngoài về nên cũng không rõ giá thị trường, nên chào bán giá gốc để nhanh chóng). Liên hệ xem nhà và trao đổi giá cả: A Toan  0967 548 ***",30/10/2024,14/11/2024,"1,62 tỷ","28,4 m²",Sổ đỏ riêng.,N/A,N/A,N/A,1 phòng,1 phòng,N/A,N/A,N/A,Tin thường,39888752
Chính chủ bán liền kề Hateco Green Park diện tích 120m2 mặt đường QH 40m. LH xem nhà: 0934 364 ***,"Dự án Hateco Green Park, Phường Xuân Phương, Nam Từ Liêm, Hà Nội","Bán liền kề Hateco Green Park đường 40m 120m² xây 4,5 tầng giá 14.5 tỷ. + Diện tích 120m², 4 tầng nổi, 1 hầm, mặt tiền 6m, đường trước nhà 40m (quy hoạch). + Vị trí: Nằm trên mặt đường quy hoạch 40m nối QL32 và đường Trịnh văn Bô. Xung quanh là công viên và hồ quy hoạch. Hateco 5 Xuân Phương (Hateco Green Park) có đầy đủ những tiện ích hiện đại và đẳng cấp đẳng chỉ có riêng tại dự án, song vẫn tận dụng tối đa những lợi thế từ tự nhiên để mang đến không gian sống xanh mát, để mỗi ngày tại đây là một ngày hưởng thụ giá trị sống đỉnh cao. + Sổ đỏ vuông vắn sẵn sàng giao dịch. + Giá bán 14.5 tỷ. LH xem nhà:  0934 364 ***",12/11/2024,22/11/2024,Thỏa thuận,120 m²,N/A,N/A,N/A,N/A,6 m,4 tầng,N/A,N/A,N/A,Tin thường,36124467
Mới chủ nhà tin tưởng gửi bán căn hộ 192m2 giá tốt nhất thị trường,"Dự án The Manor, đường Mễ Trì, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội","Cần bán căn hộ 192m², 3PN, 2WC tầng trên cao tháp E - The Manor - Đường Mễ Trì - Quận Nam Từ Liêm - HN, chính chủ. Căn cao tầng, view đẹp, thiết kế nguyên bản từ chủ đầu tư, đã sơn sửa lại. Cửa chính hướng Tây Bắc, Ban công phòng khách hướng Đông Nam, hướng mát. Phòng Bếp thiết kế rộng, thoáng mát nhiều ánh sáng. Trần cao có 2 gác xép cực rộng, để chứa đồ và kho. Thiết kế kế cách âm giữa các phòng cực tốt. Khu vực chỉ có 4 căn hộ đi chung 3 cầu thang máy cực riêng tự. - Gần trường học Marie Curie, bệnh viện Hồng Ngọc - Phúc Trường Minh và trung tâm thương mại The Garden. - Giao thông đi lại rất thuận tiện, tiếp giáp các cơ quan hành chính, trụ sở lớn, các trường học, bệnh viện và các trung tâm thương mại lớn. Liên hệ  0942 609 ***  em Sơn xem nhà 24/24.",12/11/2024,22/11/2024,"12,2 tỷ",192 m²,3 phòng,2 phòng,N/A,N/A,Tây - Bắc,Đông - Nam,Đầy đủ,N/A,N/A,Tin thường,37587414
"Bán căn hộ chung cư Intracom 1 Trung Văn, Nam Từ Liêm, 66m2 2PN full đồ giá 3.85 tỷ, 0983 237 ***","Dự án Intracom1, đường Trung Văn, Phường Trung Văn, Nam Từ Liêm, Hà Nội.","Bán căn hộ chung cư tòa Intracom 1 Trung Văn, phường Trung Văn, quận Nam Từ Liêm, Hà Nội. Diện tích: 66m². Thiết kế: 02 phòng ngủ; 01 vệ sinh, phòng khách, bếp, ban công rộng. Nội thất: Full nội thất. Tiện ích khu đầy đủ: Phòng tập gym, nhà thuốc, trường mầm non, cafe, nhà hàng, sân chơi. Giá bán: 3,85 tỷ (có thương lượng). Liên hệ chi tiết:  0983 237 ***",12/11/2024,22/11/2024,"3,85 tỷ",66 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,N/A,N/A,2 phòng,1 phòng,N/A,N/A,N/A,Tin thường,41504906
Mới nhất chủ nhà tin tưởng gửi bán nhiều căn hộ 2-3N giá tốt nhất thị trường năm 2024 LH 0942 609 ***,"Dự án The Zei Mỹ Đình, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","+ Thông tin chi tiết: - Bán căn hộ 2 phòng ngủ tại chung cư cao cấp The Zei. - Căn cực hiếm, hiện CĐT đã hết hàng. - Diện tích: 84m² - 92m², view bể bơi 4 mùa. Logia phơi không đi qua phòng khách. * Thông tin căn hộ đối với căn hộ 3 phòng ngủ. - Căn 3 phòng ngủ, 2 vệ sinh: 93m², 103m² - 106,7m². - Thiết kế thông minh, tất cả các phòng đều có cửa sổ rộng đón ánh sáng trực tiếp. * Cam kết: - Khách hàng mua căn hộ được làm việc trực tiếp với chủ nhà. - Hỗ trợ mọi thủ tục pháp lý sang tên sổ đỏ nhanh nhất, tốt nhất. - Hỗ trợ vay vốn từ nhiều ngân hàng như Vietcombank, BIDV, Techcombank, VietinBank, VIB... Mọi người quan tâm vui lòng liên hệ. Em sơn:  0942 609 ***",12/11/2024,22/11/2024,"4,8 tỷ",92 m²,2 phòng,2 phòng,N/A,N/A,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,36390982
Chủ nhà cần bán căn hộ Roman Plaza 2PN DT69m2 giá 4.6tỷ sẵn sổ full nội thất LH: 0816 626 ***,"Dự án Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội","Trải nghiệm sống hiện đại và tinh tế tại Roman Plaza. - Tầng trung DT 69m². - Thiết kế 2PN 2WC. - Hướng cửa TN, ban công ĐB. - Giá 4.6tỷ. - Sẵn sổ, full nội thất. - LH:  0816 626 ***",04/11/2024,14/11/2024,"4,6 tỷ",69 m²,2 phòng,2 phòng,Đầy đủ,N/A,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,40599885
"Mới! Chính chủ gửi bán nhanh căn hộ tòa W2 4N 3VS ban công Đông Nam, thoáng mát giá 10,8 tỷ","Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.","Bán căn hộ tại W2. 1X02 dự án Westpoint. Cửa vào Tây Bắc. BC Tây Nam + Đông Nam. Dt: 129m². Thiết kế 4 phòng ngủ - 3 vệ sinh. Nội thất full như hình. Giá bán: 10,8 tỷ. Lh  0942 609 ***",12/11/2024,22/11/2024,"10,8 tỷ",129 m²,4 phòng,3 phòng,N/A,N/A,Tây - Bắc,Đông - Nam,Nội thất full như hình.,N/A,N/A,Tin thường,39412552
"Căn hộ chung cư giá tốt tại dự án HH2 Bắc Hà, Nam Từ Liêm DT 146m2-4N3W - Giá 7tỷ9 - LH 0974 600 ***","Dự án HH2 Bắc Hà, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội","Căn hộ chung cư tại Phường Trung Văn, Nam Từ Liêm, Hà Nội với giá 7,9 tỷ VND, diện tích 146 m², pháp lý rõ ràng với Sổ đỏ/Sổ hồng, gồm 4 phòng ngủ. Thông tin cơ bản. - Pháp lý: Sổ đỏ/Sổ hồng. - Nội thất: Đầy đủ. - Hướng cửa chính: Đông Nam. - Hướng ban công: Tây Bắc. - Giá: 7,9 tỷ VND. - Diện tích: 146 m². - Số phòng ngủ: 4. - Số toilet: 3. Mô tả chi tiết. - Căn hộ được thiết kế hiện đại, không gian sống thoáng đãng, phù hợp cho gia đình lớn. - Vị trí thuận lợi, dễ dàng di chuyển đến các khu vực lân cận. - Hệ thống an ninh 24/7 đảm bảo an toàn cho cư dân. - Tiện ích nội khu đầy đủ phục vụ nhu cầu sinh hoạt hàng ngày. Liên hệ ngay để biết thêm chi tiết:  0974 600 ***  Hoàng Hiếu.",31/10/2024,15/11/2024,"7,9 tỷ",146 m²,4 phòng,3 phòng,Đầy đủ,N/A,Đông - Nam,Tây - Bắc,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,41164979
"Giá vô đối - Căn hộ 3N2VS, đẹp, mát cần tìm chủ nhân mới. Click nhận thông tin","Dự án Sun Square, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","Chuyển xuống mặt đất nên cần bán lại căn hộ ở Sun Square. Thông tin chi tiết căn hộ: - Tầng: Trung. - Diện tích: 87m². - Hướng cửa - ban công: TB - ĐN. - Thiết kế: 3N2VS. - Nội thất: Full đẹp. Để tôn trọng quyền riêng tư của chủ nhà, hình ảnh chỉ mang tính chất minh họa. Quý a/c quan tâm xin vui lòng liên hệ:  0587 500 *** SĐT/zalo).",08/11/2024,18/11/2024,5 tỷ,87 m²,3 phòng,2 phòng,Đầy đủ,N/A,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,41467115
"Bán căn hộ chung cư Sông Đà Sudico, Mễ Trì, Nam Từ Liêm. 103m2 3PN full đồ giá 7.1 tỷ, 0983 237 ***","Dự án Sudico Mỹ Đình, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.","Bán căn hộ chung cư Sông Đà Sudico, Mễ Trì, Nam Từ Liêm, Nam Từ Liêm, Hà Nội. Diện tích: 65m². View nhà hướng Trần Văn Lai - nhà hướng Nam. Thiết kế: 03 phòng ngủ; 03 vệ sinh, phòng khách, bếp, ban công rộng. Nội thất: Full nội thất bao gồm tivi - tủ lạnh - điều hoà - máy giặt - máy rửa bát. Tiện ích khu đầy đủ: Phòng tập gym, nhà thuốc, trường mầm non, cafe, nhà hàng, sân chơi. Giá bán: 7,1 tỷ (có thương lượng). Đặc biệt nhà có lốt xe đi theo nhà suốt đời - Sổ đỏ sẵn sàng giao dịch. Phí MG 1%. Liên hệ chi tiết:  0983 237 ***",12/11/2024,22/11/2024,"7,1 tỷ",103 m²,Sổ đỏ/ Sổ hồng,Nội thất: Full nội thất bao gồm tivi - tủ lạnh - điều hoà - máy giặt - máy rửa bát.,N/A,N/A,3 phòng,3 phòng,N/A,N/A,N/A,Tin thường,41504872
"Hàng hot!Bán căn hộ 2PN 75m2 tại Ecolife Capitol 58 Tố Hữu Căn góc,giá 4.8 tỷ sẵn sổ LH: 0816 626 ***","Ecolife Capitol, 58, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.","Căn hộ chung cư tọa lạc tại Ecolife Capitol, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội, là một lựa chọn tuyệt vời cho những ai đang tìm kiếm không gian sống hiện đại và tiện nghi. Với diện tích 75 m², căn hộ được thiết kế thông minh, tối ưu hóa công năng sử dụng. - 2 phòng ngủ rộng rãi, phù hợp cho gia đình nhỏ. - 2 phòng tắm hiện đại, đảm bảo sự riêng tư và tiện nghi. - Phòng khách thoáng đãng, ánh sáng tự nhiên tràn ngập. - Nội thất đầy đủ, chỉ việc dọn vào ở ngay. Căn hộ có phong thủy tốt với cửa chính hướng Tây Nam và ban công hướng Đông Bắc, mang lại không khí trong lành và ánh sáng tự nhiên. Pháp lý đầy đủ, sổ đỏ/sổ hồng, giúp bạn yên tâm khi đầu tư. Để biết thêm chi tiết và nhận tư vấn miễn phí, vui lòng liên hệ Vũ Anh Tài qua số điện thoại  0816 626 ***",07/11/2024,17/11/2024,"4,8 tỷ",75 m²,2 phòng,2 phòng,Đầy đủ,N/A,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng.,N/A,N/A,Tin thường,41454689
Mới! Chủ nhà tin tưởng gửi bán nhiều căn hộ 2PN 3PN giá tốt nhất thị trường T8 năm 2024,"Florence Mỹ Đình, 28, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội","Qũy căn hộ rẻ nhất cần bán gấp tại dự án Florence 28 Trần Hữu Dực. Hiện tại chúng tôi đang được rất nhiều chủ nhà gửi bán lại các căn hộ tại chung cư Florence. Mỹ Đình, Đường Trần Hữu Dực, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội Nam Từ Liêm Hà Nội. Xin gửi đến quý anh chị bao gồm các loại diện tích như sau. - Căn thiết kế 3 phòng ngủ và 2 vệ sinh: 85m² | 91m² | 101m². Tất cả những căn hộ đều đã trang bị full nội thất rất tiện để ở ngay hoặc cho khách thuê. Giá bán từ: 38tr/m². LH:  0942 609 ***  Em sơn để được tư vấn và xem nhà.",12/11/2024,22/11/2024,55 triệu/m²,101 m²,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,3 phòng,2 phòng,N/A,N/A,N/A,Tin thường,38205287
Bán gấp chung cư 3 phòng ngủ tòa C14 Tố Hữu - Full nội thất đẹp - Sổ đỏ lâu dài - Giá 5 tỷ,"Dự án C14 - Bộ Công An, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.","Gia đình tôi có căn hộ tầng 20 - chung cư c14 Bắc Hà, Mặt đường Tố Hữu, Nam Từ Liêm, Hà Nội. DT: 105m². TK: 3 ngủ, 2 vệ sinh, 2 ban công view về Mỹ Đình thoáng đẹp ko bị tòa nào chắn Hướng: Đông Nam mát mẻ view thoáng đẹp ko bị chắn Nhà nội thất đẹp mới, ở giữ gìn sạch sẽ, sổ đỏ chính chủ. Có hỗ trợ khách vay ngân hàng. Giá bán: 5 tỷ bao thuế phí Khách hàng đang có nhu cầu mua  và xem nhà xin liên hệ:  0913 583 *** kb Zalo để được gửi ảnh và video căn hộ)",12/11/2024,22/11/2024,5 tỷ,105 m²,Sổ đỏ/ Sổ hồng,Đầy đủ nhà full nội thất.,N/A,N/A,3 phòng,2 phòng,N/A,N/A,N/A,Tin thường,40799764
Mặt phố Nguyễn Hoàng - 266m2 - 7 tầng thang máy - 10m mặt tiền - 93 tỷ,"Đường Nguyễn Hoàng, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.","Bán tòa văn phòng mặt phố Nam Từ Liêm - 7 tầng thang máy - 10m mặt tiền - giá 93 tỷ. Dành cho khách mua tòa văn phòng dòng tiền khủng để giữ tiền, khu vực cho thuê khủng hoặc tự kinh doanh. Nhà thiết kế 7 tầng. + Tầng 1: Sân để xe máy, ô tô. + Tầng 2,3,4,5,6,7: thông sàn cho thuê vp + wc. Pháp lý sạch sẽ, sẵn sàng giao dịch. Hãy gọi ngay:  0984 022 ***  E. Nghĩa để tư vấn thêm.",12/11/2024,22/11/2024,93 tỷ,266 m²,7 phòng,"Pháp lý sạch sẽ, sẵn sàng giao dịch.",N/A,N/A,7 tầng,7 phòng,Đầy đủ,N/A,N/A,Tin thường,41504861
Mới chủ nhà tin tưởng gửi bán nhiều căn hộ 3PN 4PN giá tốt nhất thị trường năm 2024 LH: 0942 609 ***,"Dự án Keangnam, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.","- Tòa A: Penthouse vip 668m² sử dụng sổ 433m² full đồ giá tốt... + Căn 118m² tầng cao tòa A. + Căn 01 & 11, S: 107,8m², 3PN, 2WC. + Căn 02 & 10, S: 118m² 3PN, 2WC. + Căn 03, 160m², 4PN, 2WC căn góc Đông Nam Đông Bắc. + Căn 04, 126m² tầng đẹp, 3PN, 2WC, ban công Đông Bắc. + Căn 06, 206m², 4PN, 3WC, cửa Đông Nam nhà nguyên bản. - Tòa B: + Căn 01 & 11, 107,8m², 3PN, 2WC full nội thất tầng cao đẹp ban công Đông Nam, đang cho thuê 30 - 32 triệu/tháng. + Căn 02 & 10, 118m², 3pn, 2wc full nội thất tầng thấp và tầng trung đẹp ban công Đông Nam. + Căn 03, S: 160m², 4PN, 2WC căn góc Đông Nam Đông Bắc. + Căn 09, 160m² ban công Tây Nam, Đông Nam. + Căn 07, 156m², 4PN, 2WC, ban công Tây Nam. + Căn 04, 126m² tầng đẹp, 3PN, 2WC, ban công Đông Bắc. Mọi thông tin chi tiết xin liên hệ:  0942 609 ***",12/11/2024,22/11/2024,9 tỷ,126 m²,3 phòng,2 phòng,Đầy đủ,N/A,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,36466763
Chính chủ gửi bán căn hộ tầng trung 152m2 giá nhỉnh 50tr/m2 nhà đủ nội thất chỉ việc vào ở Dolphin,"Dự án Dolphin Plaza, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","Chính chủ do chuyển công tác nên thiện chí nhượng lại căn hộ 3PN ở dự án Dolphin Plaza - phố Trần Bình. - Căn hộ gồm 2 phòng ngủ chính + 1pn phụ và 2wc. - Thiết kế vuông vắn, hợp lý, hiện đại. - Nội thất đã chỉnh sửa để hợp với nhu cầu hiện đại. - Căn hộ tầng trung, ban công rộng, view thoáng. - Tiện ích: Gần chợ, giao thông thuận thiện, di chuyển giữa các khu linh hoạt. Liên hệ xem nhà em Tuấn:  0384 854 ***",11/11/2024,21/11/2024,"8,6 tỷ",152 m²,3 phòng,2 phòng,Đầy đủ,N/A,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,41489798
