Title,Address,Description,Posted Date,Expiry Date,Price,Area,House Direction,Balcony Direction,Bedrooms,Toilets,Frontage,Entrance Width,Number of Floors,Legal Status,Interior,Listing Type,Listing ID
Bán nhanh nhà đẹp ở ngay Ngô Quyền Hà Đông 39.2m2x4T MT3.92m giá 7.9 tỷ,"Đường Ngô Quyền, Phường Quang Trung, Hà Đông, Hà Nội","Cần bán nhà riêng với giá 7,9 tỷ VND tại đường Ngô Quyền, phường Quang Trung, Hà Đông, Hà Nội. Pháp lý rõ ràng với sổ đỏ, diện tích 39.2 m² và 3 phòng ngủ. Thông tin cơ bản. * Pháp lý: Sổ đỏ/ Sổ hồng. * Nội thất: Đầy đủ. * Số tầng: 4. * Hướng cửa chính: Đông Bắc. * Chiều ngang mặt tiền: 3.9 m. * Chiều rộng ngõ trước: 4.0 m. * Giá: 7,9 tỷ VND. * Diện tích: 39.2 m². * Số phòng ngủ: 3. * Số toilet: 4. Mô tả chi tiết. * Nhà được thiết kế hiện đại, phù hợp cho gia đình đông người. Nội thất đẹp chỉ việc ở. * Vị trí thuận lợi, gần các tiện ích cần thiết. * Không gian sống thoải mái với 3 phòng ngủ và 4 toilet. * Thiết kế thông minh, tối ưu hóa diện tích sử dụng. Liên hệ ngay để biết thêm chi tiết:  0917 575 ***  Cấn Vũ.",07/11/2024,17/11/2024,"7,9 tỷ","39,6 m²",Đông - Bắc,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,"3,92 m",4 m,3 phòng,Đầy đủ,N/A,Tin thường,41343651
2 mặt thoáng vĩnh viễn DT: 60m2 12 tỷ Ao Sen Mỗ Lao Hà Đông giá quá tốt ô tô đỗ cửa,"Đường Ao Sen, Phường Mỗ Lao, Hà Đông, Hà Nội","2 mặt thoáng ô tô đỗ cửa 2 mặt tiền chủ rất muốn bán. Giá 12 tỷ vào việc ngay. - Sổ nét căng giao dịch luôn. Cực hiếm giá trị đầu tư ở đều ok. Phố ao sen là tuyến phố dân trí cao, phân lô bàn cờ khách mua về để ở hoặc vừa ở + cho thuê văn phòng hoặc kinh doanh tầng 1 là hợp lý nhất. + Vị trí: Gần nhiều trường đại học lớn như Kiến Trúc, Bưu Chính Viễn Thông, An Ninh, ba bước ra KĐT Mỗ Lao 200m ra hồ Văn Quán... + Nhà diện tích mặt tiền rộng ngõ đẹp ô tô chạy vòng quanh, thửa đất vuông vắn cả phố nhà nào cũng kinh doanh. + Diện tích trên sổ 60m² 2 mặt thoáng vĩnh viễn. + Nhà xây khung công bê tông chắc chắn thiết kế hiện đại. - Tầng 1: Kinh doanh + phòng khách + WC. - Tầng 2,3: 4 phòng rộng + WC. - Tầng 4: Phòng thờ. Zalo: 037514 (4 số 2).",06/11/2024,16/11/2024,12 tỷ,60 m²,4 tầng,5 phòng,Sổ đỏ/ Sổ hồng,N/A,4 m,10 m,4 phòng,N/A,N/A,Tin thường,41332449
Chính chủ bán biệt thự Vạn Phúc 158m2 giá đầu tư 173 triệu/m2,"Dự án Vạn Phúc - Simco Sông Đà, Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội","Chính chủ bán biệt thự Vạn Phúc 158m² độc quyền giá chỉ 173tr/m². Chính chủ gửi bán biệt thự Vạn Phúc 158m² độc quyền giá chỉ 173tr/m². Diện tích đất: 158 m². Thiết kế: Xây dựng 90m², sàn 246m², 3 tầng hoàn thiện. Vị trí: Tiểu khu đô thị mới Vạn Phúc, cách đường tố hữu 100m, thuận tiện giao thông. Giá bán: 173 tr/m² bao thuế phí. Pháp lý: Sổ đỏ chính chủ, sẵn sàng giao dịch. Liên hệ:  0338 341 ***",03/11/2024,03/12/2024,173 triệu/m²,158 m²,Đông - Nam,Đông - Nam,4 phòng,3 phòng,16 m,15 m,3 tầng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Tin thường,40675792
"Nhà 4 tầng, Ỷ La DT 30m2, MT 3.3m, ô tô đỗ 5.6 tỷ Hà Đông. LH 0886 743 ***","Đường Ỷ La, Phường Dương Nội, Hà Đông, Hà Nội","- Bán 4 tầng Ỷ La, Dương Nội, Hà Nội. DT 30.3m², MT 3.3m ô tô tải đỗ cửa, cách 200m ra đường Lê Trọng Tấn, Hà Đông. - Khu vực trung tâm, gần ủy ban phường, trường học các cấp, gần nhiều tiện ích như chợ, siêu thị, ngân hàng, - Nhà dân xây dựng chắc chắn, có thể lên thêm tầng. - Vị trí an cư, đầu tư sinh lời, giá rẻ nhất khu vực. - Pháp lý: Sổ đỏ sẵn sàng giao dịch, có thương lượng gia lộc. - Liên hệ: Mr Hà  0886 743 ***  xem nhà miễn phí, miễn (TG - MG).",07/11/2024,22/11/2024,"5,6 tỷ","30,3 m²",Đông,Đông,2 phòng,3 phòng,"3,3 m",6 m,4 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,Tin thường,41452121
"Bán căn góc chung cư FLC Star Tower, Hà Đông 100m2, 3 ngủ, 2 vs, nội thất và giá đẹp","Dự án FLC Star Tower, Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội","+ Bán căn góc chung cư FLC Star Tower Hà Đông 100m², 3 ngủ, 2 vs, nội thất và giá đẹp. + Thiết kế đầy đủ công năng của 1 gia đình hiện đại, gồm 1 phòng khách, 3 ngủ, 2 vs. + Căn góc, hướng mát, nên thoáng mát và sạch sẽ. + Vị trí trung tâm Quận Hà Đông, cách ga tàu điện trên cao 200m, trung tâm TM, rạp chiếu phim CGV, phòng tập gym, bể bơi 4 mùa ngay dưới chân tòa nhà. + Nội thất đầy đủ. Có slot ô tô. + Sổ đẹp sẵn giao dịch ngay. + Giá: 4,5 tỷ. + Liên hệ em để xem nhà:  0902 246 *** miễn TG).",29/10/2024,08/11/2024,"4,5 tỷ",100 m²,Sổ đỏ/ Sổ hồng,Đầy đủ.,N/A,N/A,3 phòng,2 phòng,N/A,N/A,N/A,Tin thường,38641580
"Bán nhanh chung cư CT Dương Nội, Hà Đông, 86m2, 2 ngủ, 2 vệ sinh, giá tốt","Dự án The Sparks, Phường Yên Nghĩa, Hà Đông, Hà Nội","Không có nhu cầu sử dụng, cần bán căn hộ 2 ngủ 2 vệ sinh, chung cư CT Dương Nội, Hà Đông. + Diện tích: 86m² - 2 ngủ 2wc. + Nội thất đầy đủ. + Căn hộ thiết kế hợp lý nên các phòng đều có thoáng, view đẹp. + Vị trí trung tâm Quận Hà Đông, trung tâm TM, rạp chiếu phim CGV, phòng tập gym, bể bơi 4 mùa trường đại học Phenika, view bệnh viện Nhi đang khởi công ngày bên nhà. + Sổ đỏ sở hữu lâu dài khách có thể vay ngân hàng. + Giá 3.95 tỷ. + Liên hệ:  0902 246 ***  để xem nhà.",30/10/2024,09/11/2024,"3,95 tỷ",86 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,N/A,N/A,2 phòng,2 phòng,N/A,N/A,N/A,Tin thường,39275662
Em Huy cần bán gấp lô biệt thự sát góc P01 diện tích 169m2 3 tầng 1 tum cực đẹp ở Solasta Mansion,"Dự án Solasta Mansion, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội","Anh chị liên hệ em Huy phòng kinh doanh chủ đầu tư để em tư vấn và đưa anh chị đi xem thực tế nhé:  0968 888 *** . Em cần bán lô biệt thự song lập Solasta Mansion diện tích 169m² xây 3 tầng 1 tum, lô sát góc dãy P01, đối diện trường quốc tế Phenikaa, gần công viên hồ điều hòa Thiên Văn Học 12ha KĐT Dương Nội và Aeon Hà Đông. --------------------- - Solasta Mansion với An Quý là 2 phân khu duy nhất tại Dương Nội được vận hành bởi CBRE theo tiêu chuẩn Semi - Compound. - Tháng 10/2024 thông xe tại Lê Quang Đạo cú hích lớn để An Quý, Solasta Mansion bật lên, tăng trưởng bền vững. ---------------------- Anh chị liên hệ em Huy để em tư vấn và đưa anh chị đi xem thực tế nhé:  0968 888 ***",07/11/2024,17/11/2024,25 tỷ,169 m²,5 phòng,N/A,N/A,N/A,3 tầng,3 phòng,N/A,N/A,N/A,Tin thường,40261746
"Bán nhanh căn hộ khu đô thị Văn Khê, 91m2, 3 ngủ 2 vệ sinh, giá tốt","Dự án Văn Khê, Phường La Khê, Hà Đông, Hà Nội","Không có nhu cầu sử dụng, bán nhanh căn hộ 116m² tại khu đô thị Văn Khê, Hà Đông. + Diện tích: 91m² - 3 ngủ 2 vệ sinh. + Nội thất đầy đủ, nhà giữ gìn cẩn thận. + Thiết kế hợp lý nên phòng nào cũng có ánh sáng tự nhiên. + Tiện ích: Khu vực trung tâm với đầy đủ tiện ích như siêu thị Vinmart, chợ dân sinh, trường học các cấp, khu vui chơi, công viên, hồ điều hoà... + Sổ đẹp giao dịch ngay. + Giá 4,15 tỷ. + Liên hệ:  0902 246 ***",30/10/2024,09/11/2024,"4,15 tỷ",91 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,N/A,N/A,3 phòng,2 phòng,N/A,N/A,N/A,Tin thường,38610801
"Bán nhanh chung cư Mipec Kiến Hưng, Hà Đông, 69m2, 2 ngủ, giá tốt","Dự án Mipec City View, Phường Kiến Hưng, Hà Đông, Hà Nội","Bán chung cư Mipec View Kiến Hưng, Hà Đông. + Diện tích: 69m² 2 ngủ, 2VS. + Thiết kế hiện đại đầy đủ công năng của gồm 1 phòng khách, 2 ngủ, 2 VS. + Nhà mới bàn giao, phòng nào cũng có cửa sổ rộng, ngập tràn ánh sáng, view đẹp. + Tiện ích xung quanh đầy đủ, chợ, trường học các cấp bán kính 1km. + Sổ đỏ sở hữu lâu dài. + Giá 3,47 tỷ (có gia lộc).",29/10/2024,08/11/2024,"3,47 tỷ",69 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,N/A,N/A,2 phòng,2 phòng,N/A,N/A,N/A,Tin thường,41238107
Giá chỉ từ 12 tỷ quỹ căn chuyển nhượng Geleximco mới nhất chính chủ gửi bán pháp lý rõ ràng,"Dự án Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội","Gửi đến quý khách hàng tổng hợp quỹ căn chuyển nhượng Geleximco: 1. Khu C: - C50 ô 1x 60m², mặt tiền 4m đường kinh doanh tốt, hướng Tây Bắc, giá 16 tỷ bao toàn bộ thuế phí. - C8 ô 44, 95m², mặt tiền 5m, hướng Đông Nam giá 20 tỷ thu về. - C5 120m², mặt tiền 6m, hướng Đông Bắc, giá 24,5 tỷ bao toàn bộ thuế phí. - C10 179m², căn góc hướng Đông Nam, Tây Nam, hoàn thiện đẹp, giá 37,5 tỷ bao phí môi giới. - C46 ô 0x, diện tích 360m², mặt tiền 18m, hướng Đông Nam, giá 70 tỷ. 2. Khu D: - D48 ô 0x, diện tích 87m, mặt tiền 6m, hoàn thiện đẹp, góc xẻ khe, hướng Đông Bắc, Bắc giá 20 tỷ bao toàn bộ thuế phí. - D24 144m², mặt tiền 6m hướng Tây Bắc giá 22,5 tỷ. - D36 200m², mặt tiền 10m, hướng Đông Nam giá 27,5 tỷ thu về. - D6 145m², góc hoàn thiện đẹp đang làm quán cafe, giá 43 tỷ. - D31 329m², mặt tiền 13,5m giá 89 tỷ bao toàn bộ thuế phí. 3. Khu B: - B44 60m, mặt tiền 4m giá 12,5 tỷ. - B27 96m, mặt tiền 8m giá 17,5 tỷ. Quỹ căn đẹp đều do chính chủ gửi bản, sổ đỏ sẵn sàng giao dịch, đã được check pháp lý và đánh giá tiềm năng đầu tư, tài chính từ 9 tỷ đến hơn 100 tỷ. Liên hệ em Xuân:  0567 717 ***  để xem nhà, check pháp lý và đàm phán giá, hỗ trợ mọi thủ tục liên quan. Văn phòng BĐS Victory Địa chỉ: Tại C8 - 28 Geleximco khu C Hoặc B04 - 10 An Phú Shop Villa khu đô thị Dương Nội.",04/11/2024,14/11/2024,"12,5 tỷ",60 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,N/A,N/A,4 m,Tây - Bắc,N/A,N/A,N/A,Tin VIP Kim Cương,41305403
