Title,Address,Description,Posted Date,Expiry Date,Price,Area,House Direction,Balcony Direction,Bedrooms,Toilets,Frontage,Entrance Width,Number of Floors,Legal Status,Interior,Listing Type,Listing ID
"Bán đất 300m2, vị trí đắc địa, mặt phố Âu Cơ, Quảng An, Tây Hồ, Hà Nội, giá bán 70 tỷ","Đường Âu Cơ, Phường Quảng An, Tây Hồ, Hà Nội","Bán đất 300 m² mặt phố Âu Cơ, Xuân Diệu, Quảng An, Tây Hồ, Hà Nội. Thông tin chi tiết: * Vị trí: Mặt phố Âu Cơ, Xuân Diệu, Quảng An, Tây Hồ, Hà Nội. * Diện tích: 300 m². * Mặt tiền: Gần 10 m. * Hướng: Đông Bắc. * Đường trước nhà: 15 m. * Vị trí kinh doanh đắc địa. * Phù hợp xây văn phòng, khách sạn, căn hộ dịch vụ cho thuê. * Khu trung tâm, khách nước ngoài sinh sống. * Giá bán: 70 tỷ. Ưu điểm: * Vị trí vàng, giao thông thuận tiện. * Diện tích lớn, phù hợp cho nhiều loại hình kinh doanh. * Mặt tiền rộng, dễ dàng thu hút khách hàng. * Hướng Đông Bắc, đón gió mát. * Khu vực sầm uất, tiềm năng sinh lời cao. Liên hệ: * Số điện thoại 0901 485 *** hoặc 0977 465 *** Mr Nam.",08/11/2024,18/11/2024,70 tỷ,300 m²,Đông - Bắc,Sổ đỏ/ Sổ hồng,N/A,N/A,10 m,15 m,N/A,N/A,N/A,Tin thường,39820989
"Bán đất nông nghiệp DT 260m2/ Giá 12 triệu/m2. ĐC: Mặt Đê Quai phố Tứ Liên, Tây Hồ, Hà Nội","Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội",#ERROR!,08/11/2024,18/11/2024,12 triệu/m²,260 m²,Tây - Nam,Đang chờ sổ,N/A,N/A,"6,5 m",12 m,N/A,N/A,N/A,Tin thường,41104529
"Bán nhà riêng 72/105m/ xây 5 tầng/6pn /có gara + thang máy, ngõ 699 Lạc Long Quân, Tây Hồ Hà Nội","Ngõ 699, Đường Lạc Long Quân, Phường Nhật Tân, Tây Hồ, Hà Nội","Bán căn nhà riêng 5 tầng lô góc, có gara + thang máy. + Địa chỉ khu quân đội, ngõ 699 phố Lạc Long Quân, Tây Hồ, Hà Nội. + Sổ đỏ 72m², diện tích đất 105m². + Nhà xây 5 tầng 6pn, nội thất cao cấp. + Có gara và thang máy, nhà 2 mặt đường, oto đỗ vùng quanh nhà. + Hướng Tây Nam + Tây Bắc. + Vị trí nhà nằm trong khu phân lô quân đội, khu vưc nhiều quan chức ở, giao thông đi lại thuận tiện. + Nhà chỉ cách trung tâm thương mại Lotte Mall mấy bước chân. + Làng xóm là khu dự án Vườn Đào. + Tiện ích ngập tràn. + Sổ đỏ chính chủ. + Giá bán 32 tỷ có thương lượng. + Lh 0901 485 *** Mr Nam. + Lh 0977 465 *** Mr Nam.",08/11/2024,18/11/2024,32 tỷ,72 m²,5 tầng,6 phòng,Sổ đỏ/ Sổ hồng,N/A,8 m,20 m,5 phòng,N/A,N/A,Tin thường,41070909
"Bán nhà 6 tầng thang máy, khu phân lô ngõ 40 Xuân La Tây Hồ, DT 95m2, xây 6 tầng 7PN. 35 tỷ","Ngõ 40, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",#ERROR!,08/11/2024,18/11/2024,35 tỷ,95 m²,Tây - Nam,6 tầng,7 phòng,Sổ đỏ/ Sổ hồng,"5,5 m",15 m,7 phòng,Đầy đủ,N/A,Tin thường,41343912
Bán đất đường Nguyễn Hoàng Tôn - Khu phân lô Quân đội - ngõ to 2 ô tô tránh - 135m2 - mặt tiền 6m,"Đường Nguyễn Hoàng Tôn, Phường Xuân La, Tây Hồ, Hà Nội","- Vị trí đẹp, khu phân lô Quân đội đường Nguyễn Hoàng Tôn - Võ Chí Công. - Mặt ngõ trải nhựa, 2 ô tô tránh, phù hợp xây tòa nhà để ở kết hợp Văn phòng cho thuê. - Giao thông thuận tiện ra Võ Chí Công, Lạc Long Quân, ba bước ra Hồ Tây hóng mát. - Hiện đang có nhà cấp 4 cho thuê. - Sổ đỏ chính chủ vuông đẹp, nở hậu, sẵn sàng giao dịch. * Liên hệ A. Tuấn: 0984 784 *** để xem đất và làm việc chính chủ.",06/11/2024,16/11/2024,"25,5 tỷ",135 m²,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,6 m,6 m,N/A,N/A,N/A,Tin thường,40975197
"Đầu tư ngay: 22 căn hộ dòng tiền tại đường Phố Thụy Khuê, Quận Tây Hồ, 8 tầng thang máy","Thụy Khuê, Thụy Khuê, Tây Hồ, Hà Nội","Vị trí đắc địa: Nằm gần Ba Đình và phố Cổ Hoàn Kiếm, bạn chỉ mất 1 - 3 phút để di chuyển đến các tuyến đường nổi tiếng như Thụy Khuê, Thanh Niên, Phan Đình Phùng, Hồ Tây, Lăng Bác, Ngọc Hà, Đặng Thai Mai, Nhật Chiêu, Xuân Diệu, Quảng An, Tô Ngọc Vân, và Lạc Long Quân. Dòng tiền bền vững: Với khả năng cho thuê lên đến gần 130 triệu đồng mỗi tháng, căn hộ này mang đến tiềm năng sinh lời hấp dẫn, giúp bạn thu hồi vốn nhanh chóng và đảm bảo lợi nhuận ngay từ tháng đầu tiên. Thiết kế thông minh: Mặt tiền rộng 8m: Không gian sống thoáng đãng, hiện đại. Tầng 1: Khu để xe tiện lợi. Tầng 2 - 6: Mỗi tầng có 2 phòng khép kín, đảm bảo sự riêng tư cho cư dân. Tầng 7: Phòng lớn và sân rộng, lý tưởng cho các buổi tiệc ngoài trời. Tầng 8: Tum, mở ra không gian sáng tạo. Tiềm năng sinh lợi cao! Giá cực kỳ hấp dẫn với lợi nhuận có thể đạt tới 25%. Sổ đỏ vuông vắn, pháp lý rõ ràng, sẵn sàng giao dịch ngay! Gặp đúng em Dung - chuyên gia bất động sản cam kết mang đến những cơ hội đầu tư tuyệt vời cho anh chị. Hãy gọi ngay cho em Dung: 0971 493 *** để được tư vấn chi tiết và đặt lịch xem nhà! Em Dung rất mong được đồng hành cùng anh chị trong hành trình sở hữu căn hộ lý tưởng và đừng quên mời em đến dự lễ tân gia nhé!",08/11/2024,18/11/2024,"25,8 tỷ","94,4 m²",22 phòng,Sổ đỏ/ Sổ hồng,N/A,N/A,8 tầng,22 phòng,Đầy đủ,N/A,N/A,Tin thường,41285940
"Dòng tiền siêu khủng 130 triệu/tháng, siêu phẩm 7 tầng phố Thụy Khuê, Quận Tây Hồ - thang máy","Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội","Vị trí đắt giá, lợi nhuận cao - sản phẩm đầu tư không thể bỏ qua lợi nhuận khủng: 130 triệu đồng/tháng! 8 phương 10 ngả, chỉ 1 - 3 phút phải đi đến những phố như Thụy Khuê, đường Thanh Niên, đường Phan Đình Phùng, Hồ Tây, Lăng Bác, Ngọc Hà, Đặng Thai Mai... Với 22 căn hộ dịch vụ cho thuê cao cấp, nhà có thể đảm bảo dòng tiền lên đến 130 triệu đồng/tháng. Đây là cơ hội vàng cho các nhà đầu tư thông minh, lợi nhuận bền vững và ổn định. Mỗi căn hộ đều full nội thất sang trọng, khách nước ngoài cực kỳ ưa chuộng. Khu vực xung quanh luôn full khách do nhu cầu thuê căn hộ dịch vụ tăng mạnh. Thiết kế nhà hiện đại - Không gian tối ưu lợi nhuận. 7 tầng xây mới, thang máy tốc độ cao, mỗi chi tiết trong căn nhà được chăm chút cẩn thận nhằm tối ưu không gian để ở và cho thuê. Tầng 1 là khu vực để xe rộng rãi. Tầng 2 - 6: Căn hộ cho thuê với nội thất cao cấp, đại đầy đủ tiện nghi, khách vào chỉ việc ở ngay. Tầng 7 là không gian sân vườn, nơi nghỉ ngơi và tổ chức tiệc tùng của gia đình, với tầm nhìn ra toàn thành phố. Vị trí đắc địa - Trung tâm Ba Đình, Tây Hồ, Hồ Tây dễ dàng với các trung tâm thương mại và ngoại giao. Gần Vinhome Metropolis, Lotte Center, đại sứ quán Nhật Bản, bệnh viện quốc tế Vinmec, tạo điều kiện thu hút khách nước ngoài thuê dài hạn với giá cao. Hệ thống tiện ích xung quanh: Trường học quốc tế: UNIS, SIS, Chu Văn An. Bệnh viện tiêu chuẩn quốc tế: Vinmec, Xanh Pôn. Công viên và khu giải trí cao cấp: Hồ Tây, Công viên nước Hồ Tây, các trung tâm gym và spa hàng đầu. Đây chính là cơ hội đầu tư hiếm có: Sở hữu căn nhà 7 tầng với dòng tiền khủng 130 triệu/tháng, nằm tại vị trí vàng của thủ đô Hà Nội! Sổ đỏ vuông, pháp lý rõ ràng, giao dịch ngay! Dạ. Anh chị gặp đúng em Dung - thích bán nhà xịn - giá hời rồi! Anh chị gọi luôn cho em Dung nha! 0971 493 *** . Em Dung mong được hữu duyên giúp anh chị mua được nhà xịn - hời - mua phát lãi ngay! Khi làm lễ mừng tân gia tưng bừng - đừng quên mời em Dung đến mừng cùng, là được ạ!",08/11/2024,18/11/2024,"25,8 tỷ","94,4 m²",22 phòng,Sổ đỏ/ Sổ hồng,N/A,N/A,7 tầng,22 phòng,Đầy đủ,N/A,N/A,Tin thường,41467005
Tôi cần bán nhà ở Âu Cơ Tây Hồ - KV Tây ở nhiều hơn ta - ô tô tránh cách đúng 20m,"Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội","Hộ khẩu Hồ Tây. - Vị trí đẹp của thành phố Hà Nội - cách sân bay Nội Bài 15 - 20p di chuyển bằng Ô tô. - Bãi gửi xe cách nhà 50m. - 10m ra ô tô - cách hồ Quảng Bá 100m - cách Hồ Tây 200m - ô chờ thang máy. - Phù hợp kinh doanh online - văn phòng. - Vị trí mặt ngõ cách phố 20m - 10m ra ô tô - gần Hồ Tây - Lotte Mall - cầu Nhật Tân... - Đầu tư sửa thành toà CCMN thang máy cực đẹp. - Khu vực nhiều khách nước ngoài thuê. + Thiết kế: * Tầng 1: Khách, bếp, wc. * Tầng 2,3,4: Mỗi tầng 2 phòng, wc giữa. * Tầng 5: 1 phòng, sân phơi. + Sổ đỏ chính chủ, nét căng, sẵn sàng giao dịch. Liên hệ: Nhà đất Thanh Bình - Xem nhà hoàn toàn miễn phí. Cảm ơn quý anh/chị đã quan tâm bài đăng của Nhà Đất Thanh Bình.",08/11/2024,18/11/2024,"9,2 tỷ",58 m²,Tây - Bắc,Tây - Bắc,7 phòng,5 phòng,"4,5 m",3 m,5 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,Tin thường,40449935
Bán căn hộ Packexim 130m3 full nội thất xịn - giá 50tr/m2. LH: 0385 248 ***,"Dự án Packexim, Phường Phú Thượng, Tây Hồ, Hà Nội",Chính chủ bán căn hộ Packexim 130m² - 3PN2WC. Nhà full nội thất đẹp như ảnh. Sẵn sổ sang tên. Giá chỉ từ 50tr/m². Liên hệ em Hằng: 0385 248 ***,08/11/2024,18/11/2024,50 triệu/m²,130 m²,3 phòng,2 phòng,Đầy đủ,N/A,Tây,Đông,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,41470056
"Bán nhà mặt phố Quảng An, Tây Hồ 107m2 nở hậu. Mặt tiền kinh doanh đỉnh - nội thất cao cấp","Đường Tây Hồ, Phường Quảng An, Tây Hồ, Hà Nội","Bán tòa nhà mặt phố Quảng An, Tây Hồ, Hà Nội. Diện tích 107m² - nở hậu - kinh doanh đỉnh - nột thất cao cấp. Vị trí đẹp ngay con đường Gốm Sứ - đường rộng 30m - Trục đường chính kinh doanh cực tốt. Vỉa hè rộng đẹp thích hợp kinh doanh khách sạn. Nhà Nở hậu, vượng phúc, vượng lộc. + Hướng Đông Bắc. + Các tầng đều thông sàn, ô chờ thang máy, hầm để xe. + Tiện xây cải thiện làm khách sạn mini, căn hộ cao cấp, khách Việt Kiều ở đông như đi hội Lim. + Thiết bị nội thất cao cấp với buồng tắm đứng, 01 phòng khách, 01 phòng bếp thoáng hiện đại đầy đủ tủ bếp, hệ thống hút, bồn rửa, sân phơi... + Thiết kế tầng hầm để xe chứa 20 xe máy. - Giá 42.8 tỷ. Liên hệ ngay 0966 711 *** em Hương để được biết thêm thông tin và xem nhà trực tiếp. Thông tin chính xác muốn tìm chủ mua, miễn trung gian môi giới làm phiền.",08/11/2024,08/12/2024,"42,8 tỷ",107 m²,Sổ đỏ/ Sổ hồng,"Thiết bị nội thất cao cấp với buồng tắm đứng, 01 phòng khách, 01 phòng bếp thoáng hiện đại đầy đủ tủ bếp, hệ thống hút, bồn rửa, sân phơi...",N/A,N/A,30 m,Đông - Bắc,N/A,N/A,N/A,Tin thường,41453559
"Đất Phú Thượng Tây Hồ, ngõ phân lô thông, 2 đầu ô tô tránh, trước nhà ô tô qua, gần mặt phố","Phường Phú Thượng, Tây Hồ, Hà Nội","Bán đất Phú Thượng Tây Hồ, ngõ phân lô thông, 2 đầu ô tô tránh, trước nhà ô tô qua, gần mặt phố, khu vực cực kì tiềm năng đang rất phát triển... - Xung quanh có rất nhiều dự án lớn gần Lotte, gần Ciputra, gần cầu Thăng Long, gần cầu Nhật Tân... Tiện ra sân bay khu vực có nhiều người nước ngoài sinh sống. - Sổ đỏ đẹp vuông vắn SSGD.",08/11/2024,18/11/2024,"24,6 tỷ",131 m²,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,"6,8 m",Tây - Nam,N/A,N/A,N/A,Tin thường,41469814
"Bán đất tặng nhà cấp 4, Tứ Liên, Tây Hồ, đất đẹp, vuông vắn, 67m2, mặt tiền 5.1m, ô tô tránh","Phường Tứ Liên, Tây Hồ, Hà Nội","Bán đất tặng nhà cấp 4, Tứ Liên, Tây Hồ, đất đẹp, vuông vắn, 67m², mặt tiền 5.1m, ô tô tránh, trung tâm, tiện ích. - Ngõ rộng rãi 2 ô tô tải tránh; tương lai cầu Tứ Liên hoàn thành giá trị bất động sản tăng cao. - Hiện tại là nhà cấp 4, đang cho thuê spa và một phòng trọ bên trong, không có gì để miêu tả nhiều. - Sổ đỏ chính chủ sẵn sàng giao dịch.",08/11/2024,18/11/2024,"16,5 tỷ",67 m²,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,"5,1 m",Tây - Nam,N/A,N/A,N/A,Tin thường,41469765
"Bán nhà Lạc Long Quân - Tây Hồ 52m2, 5 tầng, 6 phòng khép kín, ngõ thông, ôtô qua nhà (chỉ 12.2 tỷ)","Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội","Bán nhà Lạc Long Quân - Tây Hồ 52m², 5 tầng, 6 phòng ngủ khép kín, ngõ thông, không quy hoạch, ôtô qua nhà, 40m ra ô tô tránh, gần tòa nhà liên cơ quan (9 sở Hà Nội làm việc tại đây), gần Lotte Lạc Long Quân, quận ủy Tây Hồ, Hồ Tây, công viên nước, phố đi bộ Trịnh Công Sơn. Giá 12,2 tỷ (có thương lượng). LH Mr Thiết 0869 344 *** để mua nhà.",08/11/2024,18/11/2024,"12,2 tỷ",52 m²,6 phòng,Sổ đỏ/ Sổ hồng,N/A,N/A,5 tầng,6 phòng,Cơ bản,N/A,N/A,Tin thường,41217274
"Bán nhà Lạc Long Quân, DT 51.5m2, 5T, 6 phòng ngủ khép kín, ngõ thông, ô tô qua nhà (chỉ 12.2 tỷ)","Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội","Bán nhà Lạc Long Quân, DT 51.5m², 5 tầng, 6 phòng ngủ khép kín, ngõ thông, ô tô qua nhà, 30m ô tô tránh đỗ. - Vị trí: Đường Lạc Long Quân, thông ra đường Võ Chí Công, gần quận ủy Tây Hồ, gần Lotte Mall Tây Hồ, vài bước chân ra Hồ Tây lộng gió. - Giá 12.2 tỷ (có thương lượng). Liên hệ Mr Thiết 0869 344 *** để xem và mua nhà.",08/11/2024,18/11/2024,"12,2 tỷ",52 m²,6 phòng,Sổ đỏ/ Sổ hồng,N/A,N/A,5 tầng,6 phòng,Cơ bản,N/A,N/A,Tin thường,41352960
"Bán nhà Lạc Long Quân - Tây Hồ, DT50m2, 5 tầng, 6P ngủ khép kín, ngõ thông, ôtô qua nhà (chỉ 12 tỷ)","Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội","Bán nhà Lạc Long Quân - Tây Hồ, DT50m², 5 tầng, 6P ngủ khép kín, ngõ thông, ôtô qua nhà, 30m ôtô tránh đỗ. - Nhà mình bán ở đường Lạc Long Quân, thông ra đường Võ Chí Công, gần Quận ủy Tây Hồ, vài bước chân ra Hồ Tây lộng gió. - Tiện ích: Gần Trung tâm thương mại LOTTE MALL Tây Hồ, gần các Trường học như Tiểu học Xuân La, THCS Xuân La, gần công viên nước, phố đi bộ Trịnh Công Sơn và nhiều tiện ích khác. - Giao thông thuận lợi đi các phố Võ Chí Công, Xuân La, Xuân Đỉnh, Thụy Khuê, Hoàng Hoa Thám, Trích Sài, Âu Cơ, Hồ Tây và thuận lợi đi sân bay Nội Bài. - Pháp lý: Sổ đỏ chính chủ, cất két sắt, sẵn sàng giao dịch. - Giá 12 tỷ (có thương lượng). Liên hệ Mr Thiết 0869 344 *** để xem và mua nhà.",08/11/2024,18/11/2024,12 tỷ,50 m²,6 phòng,Sổ đỏ/ Sổ hồng,N/A,N/A,5 tầng,6 phòng,Cơ bản,N/A,N/A,Tin thường,41322029
"Bán tòa VP lô góc 100m2 mặt tiền Lạc Long Quân, MT 15m mặt ngõ ô tô tránh dừng đỗ","Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội","* Vị trí nằm mặt tiền Lạc Long Quân, đường trước nhà ô tô tránh dừng đỗ. * Gần TTTM Lotte, cách mặt Hồ Tây 200m, sát quận ủy Tây Hồ. * Ngõ ô tô thông thẳng cách 20m ra mặt phố Võ Chí Công, tiếp giáp ngã tư Nguyễn Hoàng Tôn. * Lô góc 2 mặt ô tô tránh, thang máy. * DT 100m², MT 15m, sổ vuông vắn 1 chủ.",08/11/2024,18/11/2024,40 tỷ,100 m²,6 phòng,6 phòng,Đầy đủ,N/A,15 m,6 tầng,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,41469607
"Bán biệt thự Đặng Thai Mai 140m2, MT 10m, lô góc, view hồ, nội thất hiện đại, ô tô, chỉ hơn 60 tỷ","Đường Đặng Thai Mai, Phường Quảng An, Tây Hồ, Hà Nội","Chủ nhà cần vốn kinh doanh nên gửi bán căn biệt thự tuyệt đẹp tại khu vực Đặng Thai Mai, Tây Hồ. Vị trí đắc địa và phong thủy bậc nhất Hà Nội. Nhà nằm trong khu vực Quảng An, địa điểm lý tưởng cho các đại gia sinh sống, thuận tiện đi sang các khu vực quanh hồ: Tô Ngọc Vân, Tây Hồ, Xuân Diệu... Diện tích: 140m². Mặt tiền: 10m. Giá chào: 62 tỷ (thương lượng cực mạnh). Nhà được thiết kế vô cùng hiện đại, đầy đủ công năng và tiện ích: Gara ô tô, khu vực vui chơi, nội thất phong cách hiện đại nhưng vô cùng phong thủy, chủ nhà lựa chọn tỉ mỉ và đẳng cấp. Sổ đỏ cất két, sẵn sàng giao dịch. Liên hệ ngay để được tư vấn và xem nhà: Mr Duy 0902 555 ***",08/11/2024,18/11/2024,62 tỷ,140 m²,N/A,N/A,N/A,N/A,10 m,N/A,N/A,N/A,N/A,Tin thường,41463686
"Bán nhà phân lô vỉa hè 3 ôtô tránh kinh doanh 105 Xuân La: DT 68m, 5 tầng, MT 4.1m, giá bán 22.5 tỷ","Ngõ 105, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội","Nhà phân lô - 3 ô tô tránh - kinh doanh - đỏ nở hậu cực đẹp phố Xuân La, Tây Hồ: Bán nhà phân lô vỉa hè 3 ô tô tránh kinh doanh ngõ 105 Xuân La: DT 68m², 5 tầng, MT 4.1m, giá bán 22.5 tỷ. Mô tả: - Ngõ Vip 105 đẹp nhất Xuân La, dân trí cao, khu phân lô hoặc làm văn phòng, xây chung cư mini cho thuê dòng tiền. Nhà có khe thoáng vĩnh viễn đằng sau nhà, trổ cửa sổ thoải mái. - Vị trí quá đẹp, kinh doanh, nhà mặt ngõ 3 ô tô chạy vòng quanh nhà. Thiết kế: - Tầng 1: Để xe + bếp + khách + WC. - Tầng 2,3,4: Tổng 6 phòng ngủ + WC. - Tầng 5: Phòng thờ + sân phơi thoáng sáng. Pháp lý: Sổ đỏ nở hậu chính chủ. LH em Phú: 0969 256 ***",08/11/2024,23/11/2024,"22,5 tỷ",68 m²,Đông - Nam,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,"4,1 m",12 m,6 phòng,Không nội thất,N/A,Tin thường,41469741
"Bán nhà phân lô vỉa hè 3 ôtô tránh kinh doanh 105 Xuân La: DT 68m, 5 tầng, MT 4.1m, giá bán 22.5 tỷ","Ngõ 105, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội","Nhà phân lô - 3 ô tô tránh - kinh doanh - đỏ nở hậu cực đẹp phố Xuân La, Tây Hồ: Bán nhà phân lô vỉa hè 3 ô tô tránh kinh doanh ngõ 105 Xuân La: DT 68m², 5 tầng, MT 4.1m, giá bán 22.5 tỷ. Mô tả: - Ngõ Vip 105 đẹp nhất Xuân La, dân trí cao, khu phân lô hoặc làm văn phòng, xây chung cư mini cho thuê dòng tiền. Nhà có khe thoáng vĩnh viễn đằng sau nhà, trổ cửa sổ thoải mái. - Vị trí quá đẹp, kinh doanh, nhà mặt ngõ 3 ô tô chạy vòng quanh nhà. Thiết kế: - Tầng 1: Để xe + bếp + khách + WC. - Tầng 2,3,4: Tổng 6 phòng ngủ + WC. - Tầng 5: Phòng thờ + sân phơi thoáng sáng. Pháp lý: Sổ đỏ nở hậu chính chủ. LH em Phú: 0969 256 ***",08/11/2024,23/11/2024,"22,5 tỷ",68 m²,Đông - Nam,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,"4,1 m",12 m,6 phòng,Không nội thất,N/A,Tin thường,41469741
"10 năm có 1 căn - mặt phố Thụy Khuê, Quận Tây Hồ - kinh doanh số 1 thang máy - 7 tầng - ngắm Hồ Tây","Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội","Quá hiếm để bán! Mặt phố Thụy Khuê, Quận Tây Hồ - kinh doanh số 1 - thang máy - 7 tầng - ngắm hồ Tây. + Vị trí đẹp nhất phố, kinh doanh sầm uất ngày đêm. + Ngay gần chung cư Sun Grand City, Golden Westlake, Trường tiểu học Chu Văn An. + Thiết kế 8 tầng thang máy cầu thang giữa, có thể để 2 phòng khép kín hoặc để thông sàn linh hoạt, điều hòa âm trần, nội thất cao cấp. + Hệ thống điện năng lượng mặt trời.. + Nhà thoáng sáng trước sau, từ tầng 4 ngắm Hồ Tây. + Tầng 8 quán Bar sân vườn view toàn cảnh Hồ Tây. + Sổ A4 60m² thực xây 65m² từ tầng 1 từ tầng 2 - 8 đua ra 70m². + Sổ đỏ sẵn, pháp lý rõ ràng, bán ngay trong ngày. Liên hệ em Dung: 0971 493 *** . Em Dung cảm ơn anh chị đã xem tin.",08/11/2024,18/11/2024,31 tỷ,70 m²,8 phòng,Sổ đỏ/ Sổ hồng,N/A,N/A,7 tầng,8 phòng,Đầy đủ,N/A,N/A,Tin thường,41467460
"Thụy Khuê, Quận Tây Hồ, 130 triệu/tháng, 22 căn CCMN xây mới - thang máy - 10m ra ô tô đỗ, 8 tầng","Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội","Sát mặt phố Thụy Khuê, Quận Tây Hồ, chỉ 10m ra ô tô dừng đỗ. Khu vực dân trí cao, an ninh đảm bảo, xung quanh là khu tài chính sầm uất, hút khách thuê dài hạn. Thông 10 tuyến phố VIP: Kim Mã, Liễu Giai, Đào Tấn, Nguyễn Thái Học, Giang Văn Minh, Nguyễn Chí Thanh, Trần Phú, Đội Cấn, Văn Cao, Phan Đình Phùng. 5 cơ sở hạ tầng đẳng cấp: Lotte Center, Vincom Metropolis, Khách sạn Daewoo, Đại sứ quán Nhật Bản, Hồ Tây. 5 trường học và tiện ích nổi bật: Đại học Ngoại Thương, đại học Giao thông Vận tải, Trường Quốc tế UNIS, trường Chu Văn An, bệnh viện Xanh Pôn. Tiềm năng sinh lời cực cao: Với thiết kế 22 phòng khép kín, căn nhà mang lại dòng tiền gần 130 triệu/tháng. Khu vực luôn full phòng, tập trung nhiều khách sạn và khách thuê tài chính mạnh, mang lại lợi nhuận ổn định và lâu dài. Nhà đang trong quá trình hoàn thiện, dự kiến bàn giao sau 1 tháng, đầy đủ giấy tờ pháp lý gồm PCCC, GPXD. Sở hữu ngay căn nhà đẳng cấp với dòng tiền khủng! Sổ đỏ vuông, pháp lý rõ ràng, giao dịch ngay! Dạ. Anh chị gặp đúng em Dung - thích bán nhà xịn - giá hời rồi! Anh chị gọi luôn cho em Dung nha! 0971 493 *** . Em Dung mong được hữu duyên giúp anh chị mua được nhà xịn - hời - mua phát lãi ngay! Khi làm lễ mừng tân gia tưng bừng - đừng quên mời em Dung đến mừng cùng, là được ạ!",08/11/2024,18/11/2024,"25,8 tỷ","94,4 m²",Sổ đỏ/ Sổ hồng,Đầy đủ,N/A,N/A,22 phòng,22 phòng,N/A,N/A,N/A,Tin thường,41466991
"Chính chủ cần bán nhanh căn nhà tại ngõ 373, đường An Dương Vương- Phú Thượng- Tây Hồ.","Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội","Chính chủ cần bán nhanh căn nhà tại ngõ 373, đường An Dương Vương- Phú Thượng- Tây Hồ. - Diện tích: 47,3 m², (vát hậu.) Nhà dân xây lâu rồi nên bán đất tặng nhà. - Khu vực đông dân cư, giao thông thuận lợi,hàng xóm thân thiện, an ninh tốt. - Ngõ rộng ba gác tránh nhau, ôtô qua cửa thoải mái, đường thông ra Ciputra, cách 200m lên đường đê lớn. - Gần trường, chợ nhiều tiện ích, 1km ra Võ Chí Công, Lotte, cầu Nhật Tân. - Sổ đỏ chính chủ, pháp lí rõ ràng, thủ tục sang tên nhanh chóng. - Giá bán: 5.7tỷ ( có fix cho ai thiện chí) - Lh: 0974 125 *** ( Linh Nhi) ( Miễn Qc làm phiền)",08/11/2024,23/11/2024,"5,7 tỷ","47,3 m²",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tin thường,41469644
"Bán shop chân đế Heritage Westlake mặt đường Lạc Long Quân chỉ 230tr/m2 cho thuê ngay, xem nhà 24/7","Heritage West Lake, ngõ 675, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội","Bán shop khối đế tòa Heritage Westlake - Capital land đẳng cấp bậc nhất Tây Hồ: Shop 1 tầng mặt đường Lạc Long Quân: Thông thủy 56m², mặt tiền 5.5m, giá 230tr/m². Trần cao 7m có thể làm thêm gác lửng. Hàng hiếm, cả tòa chỉ có 02 lô shop mặt tiền đường Lạc Long Quân. Đã nhận nhà, cho thuê được ngay, xem nhà 24/7 Liên hệ: 0919 904 *** . + Điểm mạnh: Quản lý vận hành bởi đơn vị 6* đẳng cấp Quốc Tế. - Chủ đầu tư uy tín Capital Land. - Phù hợp để làm: Spa, thẩm mỹ viện, mặt bằng kinh doanh xa xỉ phẩm, trung tâm tư vấn, kinh doanh thực phẩm sạch, văn phòng đại diện... - 200m tới Hồ Tây. - 20 phút di chuyển tới sân bay Nội Bài hoặc Hồ Gươm. - Mới 100%, chuẩn bị bàn giao. Liên hệ xem nhà: 0919 904 *** .",08/11/2024,18/11/2024,230 triệu/m²,56 m²,N/A,N/A,N/A,N/A,"5,5 m",Hợp đồng mua bán,N/A,N/A,N/A,Tin thường,41093339
