Title,Address,Description,Posted Date,Expiry Date,Price,Area,House Direction,Balcony Direction,Bedrooms,Toilets,Frontage,Entrance Width,Number of Floors,Legal Status,Interior,Listing Type,Listing ID
"Bán nhà 6 tầng giá 11,5 tỷ tại đường Ngọc Thụy, Long Biên","Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội","Cần bán nhà 6 tầng giá 11,5 tỷ VND, địa chỉ đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội, diện tích 43.3 m², có 4 phòng ngủ. Đặc điểm nổi bật. Nhà có 6 tầng, rất rộng rãi và thoải mái cho gia đình. Chiều rộng ngõ trước nhà là 5.0m, thuận tiện cho việc đi lại. Giá bán là 11,5 tỷ VND, rất hợp lý cho khu vực này. Diện tích sử dụng là 43.3m², đủ cho nhu cầu sinh hoạt. Nhà có 4 phòng ngủ và 5 toilet, phù hợp cho gia đình đông người. Nhà được xây dựng kiên cố, có thể vào ở ngay. Khu vực an ninh tốt, yên tĩnh và thoáng mát. Liên hệ ngay  0967 239 ***  để biết thêm chi tiết!",09/11/2024,19/11/2024,"11,5 tỷ","43,3 m²",4 phòng,5 phòng,N/A,N/A,5 m,6 tầng,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,41278988
"Tôi chủ nhà số 19 ngách 103/4/2, ngõ 103 đường Lý Sơn, P. Ngọc Thụy (đi từ đg mới Khai Sơn gần hơn)","Số nhà 19 ngách 103/4/2 Lý Sơn, Phường Ngọc Thụy, Long Biên, Hà Nội","Tôi chủ nhà bán nhà 4 tầng, nhà mới tinh, đẹp, nhà số 19 ngách 103/4/2, ngõ 103 đường Lý Sơn, phường Ngọc Thụy (đi từ đường Khai Sơn vào gần hơn). Nhà ở khu phân lô của quân đội, ô tô qua nhà, đường kẻ ô bàn cờ, dân trí cao, sạch sẽ, an ninh rất tốt. Nhà có 2 mặt ngõ trước sau đều rộng 4m (ngõ mặt tiền là 103/4/2 và ngõ sau là 103/4/4), rất thoáng mát, nhiều ánh sáng. Diện tích tầng 1 là 41.5m², mặt tiền hơn 4m. Từ tầng 2 trở lên là 46m². Tầng 1: Phòng khách và bếp. Tầng 2 và 3: 2 phòng ngủ + ban công rộng. Tầng 4: 1 phòng thờ + 1 phòng ngủ, 2 sân trước và sau rộng rãi. 03 wc đầy đủ thiết bị. Nhà đi nhiều ngõ ở Lý Sơn đều được, nhưng lối đi gần và dễ đi nhất là từ đường Khai Sơn mới mở và đoạn ngõ đối diện KĐT Khai Sơn City. Ô tô đỗ cửa được. Khu vực cao ráo ko bị ngập nước. Xung quanh nhà có đầy đủ tiện ích trường học, chợ...",05/11/2024,15/11/2024,"6,66 tỷ","41,5 m²",Đông,Đông,6 phòng,3 phòng,"4,1 m",4 m,4 tầng,Sổ đỏ/ Sổ hồng,Cơ bản.,Tin thường,41116418
"Bán nhà Thạch Bàn Long Biên 30m2 5 tầng MT 4m giá 5,35 tỷ","Phường Thạch Bàn, Long Biên, Hà Nội","Hiếm - 5tầng - ô tô gần nhà -. Nở hậu. Căn 1. Diện tích 30m² MT 3.68m. Căn 2 là 31m² MT 3.83m giá 2 căn như nhau. Nhà ngay sau cc quân đội, để xe oto ngay trong cc đi bộ 20p vào nhà. Ngõ rộng chỗ để xe riêng. Thiết kế mỗi tầng 1 phòng. Tầng 1 bếp, khách + Wc. Tầng 2,3 4 mỗi tầng 1 phòng ngủ + wc. T 5 Tầng tum sân phơi + phòng thờ. Sổ đỏ pháp lý sạch. Lh mg Đồng  0977 040 ***",12/11/2024,22/11/2024,"5,35 tỷ",30 m²,Đông,Đông,3 phòng,4 phòng,"3,68 m",3 m,5 tầng,Sổ đỏ/ Sổ hồng.,Cơ bản,Tin thường,41500353
"""RẤT ĐẸP"" LIỀN KỀ HƯỚNG ĐÔNG NAM, VIEW TRỰC DIỆN CÔNG VIÊN, TRUNG TÂM GIA LÂM","Dự án Eurowindow Twin Parks, Đường Thành Trung, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội","Nằm ở vị trí đắc địa tại Eurowindow Twin Parks, đường Thành Trung, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội, căn nhà liền kề này mang lại không gian sống lý tưởng cho những gia đình và doanh nhân. Với diện tích 75m², xây dựng 5 tầng có mặt tiền 5m, hướng Đông Nam, tạo cảm giác thoáng đãng và tràn ngập ánh sáng tự nhiên. Điểm nổi bật của bất động sản này là vị trí trung tâm của Gia Lâm, chỉ cách UBND 500m, nằm giữa công viên trung tâm, cách Vinhomes Ocean Park chỉ 200m. Bên cạnh đó, phong thủy tốt sẽ là một yếu tố thu hút nhiều TÀI LỘC Toàn dự án đã hoàn thiện xây dựng và các tiện ích, làm SỔ ĐỎ ngay khi KH ký xong HĐMB Liên hệ Nguyễn Anh Sỹ qua số điện thoại  0986 707 *** . Với 5 năm kinh nghiệm BDS Đông Hà Nội tôi luôn Cung cấp thông tin một cách trung thực, hỗ trợ tận tình, mang lại sự an cư và lợi nhuận tối ưu cho nhà đầu tư.",07/11/2024,22/11/2024,"17,9 tỷ",75 m²,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Không nội thất,5 m,12 m,5 tầng,N/A,N/A,Tin thường,41461674
"Bán nhà Lý Sơn, Long Biên 101m2, MT 5.2m, 5 tầng, gara, thang máy, ô tô thông, Thang máy, đủ đồ","Đường Lý Sơn, Phường Đức Giang, Long Biên, Hà Nội","* Vị trí nhà nằm ngay gần mặt đường Lý Sơn, đường trước nhà ô tô 16 chỗ thông, Tiện ích ngập tràn gần trường học, mấy bước lên cầu Đông Trù, khu đô thị Cao Cấp Khai Sơn, giao thông thuận tiện di chuyển đi Ngọc Thụy, Đức Giang, Ngô Gia Tự, Nguyễn Văn Cừ, 20p đến sân bay Nội Bài. * Nhà DT lớn, thiết kế hiện đại với đầy đủ công năng, phù hợp cho gia đình vừa ở vừa kinh doanh, thang máy nhập khẩu. Nhà có sân rộng để xe. * Khu vực đang phát triển từ ngày, khu đô thị cao cấp Khai Sơn hoàn thành, các tuyến đường lớn mới mở để nối Đức Giang với các khu vực xung quanh, Khu vực Khai Sơn sẽ thành trung tâm. * Dân trí cao, chủ yếu là cán bộ của Z133, an ninh an toàn tuyệt đối. * Sổ đỏ chính chủ, pháp lý chuẩn, giao dịch ngay khi khách thiện chí. * Giá bán: 17.2 tỷ (có thương lượng). * LH e Dũng  0972 106 ***  chuyên thổ cư Long Biên để được hỗ trợ tư vấn, xem nhà và gặp trực tiếp chủ.",07/11/2024,17/11/2024,"17,2 tỷ",101 m²,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"5,2 m",4 m,5 phòng,N/A,N/A,Tin thường,41459153
"Bán nhà xưởng KCN Đài Tư, Long Biên, Hà Nội. Diện tích 1.500m2 đất, trong đó có 1.150m2 nhà xưởng","Đường Nguyễn Văn Linh, Phường Sài Đồng, Long Biên, Hà Nội","Bán nhà xưởng KCN Đài Tư, Long Biên, Hà Nội. - Diện tích 1.500m² đất, trong đó có 1.150m² nhà xưởng. - Nhà điều hành 100m² + nhà bảo vệ. - Lô đất đẹp, 2 mặt thoáng, hiện đang sản xuất. - Sổ đỏ đầy đủ, thời hạn sử dụng đến 2046. Vị trí cực đẹp, cạnh đường 5, đi Bắc Giang, Bắc Ninh, Hưng Yên, Hải Phòng vô cùng tiện lợi. - Đất trả tiền hàng năm, - Hình thức chuyển nhượng: Bán cổ phần công ty, pháp lí sạch, thủ tục nhanh gọn. - Giá: 30 tỷ. - Liên hệ:  0944 268 ***  Mr Quang.",12/11/2024,22/11/2024,30 tỷ,1.500 m²,N/A,N/A,N/A,N/A,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,N/A,Tin thường,39299339
"Chủ cần bán gấp mảnh đất siêu đẹp ngõ 3,5 m nông ôtô vào đất","Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội","Đất ở vị trí đẹp vài bước chân là ra đường mở rộng 25 m thông cổ Linh, Nguyễn Văn Linh, gần khu đô thị, bán kính 300 m đầy đủ tiện ích, đât mặt tiền đẹp 4,15. Ngõ ô tô vào đất.",12/11/2024,27/11/2024,"5,3 tỷ",42 m²,Tây,Sổ đỏ/ Sổ hồng,N/A,N/A,"4,15 m","3,5 m",N/A,N/A,N/A,Tin thường,41500226
"Cần bán 68m2 đất ngõ 121 Sài Đồng. Xung quanh bạt ngàn tiện ích học tập, ăn uống","Ngõ 121, Phố Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội","Cần bán 68m² đất ngõ 121 Sài Đồng. Xung quanh bạt ngàn tiện ích học tập, ăn uống. + Diện tích: 68m², mặt tiền 6,01m, nở hậu 6,03m, dài 11,3m, tọa hướng Nam. + Giá bán: 11.016 tỷ đồng (có ra lộc cho người mua). + Hiện trạng trên đất có nhà cấp 4 cũ, đang cho thuê 4tr/tháng, nhà đối diện trường học nên rất thoáng và được đỗ xe bên kia đường. Xung quanh rất nhiều trường học mầm non, cấp 1 và 2, nhiều siêu thị mini, chợ dân sinh. Thích hợp mua an cư lâu dài... + Pháp lý: Sổ đỏ chính chủ, không thế chấp, sẵn sàng công chứng. + Hỗ trợ: Cam kết bán đúng giá, không thu phí người mua, check quy hoạch, vay bank, thủ tục sang tên. Tất cả vì khách hàng:  0925 333 *** . Kinh doanh sản phẩm đầu tư chúng ta cần kiến thức, kinh nghiệm và trải nghiệm!",12/11/2024,22/11/2024,"11,02 tỷ",68 m²,Nam,Sổ đỏ/ Sổ hồng.,N/A,N/A,"6,01 m",8 m,N/A,N/A,N/A,Tin thường,41500481
"Chuyển nhượng 12.000m2 đất dịch vụ thương mại tại Long Biên, xây toà nhà văn phòng, cơ sở sản xuất","Phường Phúc Lợi, Long Biên, Hà Nội","Chuyển nhượng 12.000m² đất dịch vụ thương mại tại Long Biên, xây toà nhà văn phòng, cơ sở sản xuất. Diện tích: 12.000m². Mặt tiền: 90m. Vị trí đẹp gần ngay Vinhome Riverside. Phù hợp xây toà nhà văn phòng, cơ sở sản xuất, trung tâm hội nghị... Đất 50 năm, sổ đỏ chính chủ, sang tên nhanh chóng. Giá bán: 130 tỷ. Liên hệ  0944 268 ***  Mr Dương.",12/11/2024,22/11/2024,130 tỷ,12.000 m²,Sổ đỏ/ Sổ hồng.,N/A,N/A,N/A,90 m,15 m,N/A,N/A,N/A,Tin thường,40613634
"Bán nhà siêu đẹp Nguyễn Văn Cừ, 60m2 x 6T, oto, tiện ích ngập tràn, full nội thất, giá 11 tỷ 5","Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội","Chủ nhà cần bán căn nhà cực kỳ đẹp, tọa lạc tại vị trí vàng Nguyễn Văn Cừ, với diện tích rộng 60m², thiết kế 6 tầng hiện đại, nội thất sang trọng, đầy đủ tiện nghi. Thông tin chi tiết: - Diện tích: 60m². - Số tầng: 6 tầng. - Mặt tiền rộng, ô tô đỗ cửa thoải mái. - Full nội thất cao cấp: Điều hòa, tivi, tủ bếp, giường, sofa, thiết bị vệ sinh nhập khẩu, tất cả đều được lựa chọn tỉ mỉ, mang đến sự tiện nghi tối ưu cho gia đình. - Vị trí cực kỳ đắc địa, trên tuyến đường huyết mạch Nguyễn Văn Cừ, thuận tiện di chuyển vào trung tâm thành phố. 5 phút sang phố cổ Hoàn Kiếm. - Xây dựng kiên cố, hiện đại thiết kế thông minh với không gian sống rộng rãi, thoáng đãng, mang lại cảm giác thoải mái, thư giãn. - Tiện ích ngập tràn xung quanh: Gần các trung tâm thương mại, trường quốc tế Wellspring, bệnh viện Tâm Anh, khu vui chơi giải trí, tiện ích đầy đủ trong bán kính 500m. Siêu thị, chợ, công viên, trường học, bệnh viện đều có sẵn trong khu vực. - Sổ đỏ chính chủ, pháp lý rõ ràng, sẵn sàng giao dịch. Giá bán: 11,5 tỷ (có thương lượng). Liên hệ Mr Dũng  0982 838 ***  để xem nhà 24/24.",06/11/2024,16/11/2024,"11,5 tỷ",60 m²,N/A,N/A,N/A,N/A,6 tầng,Sổ đỏ/ Sổ hồng.,N/A,N/A,N/A,Tin thường,41438680
"Bán đất trung tâm phường Giang Biên diện tích 105m2 Vị trí đẹp, tiện ích đầy đủ giao dịch chính chủ","Phường Giang Biên, Long Biên, Hà Nội","Diện tích: 105m², kích thước 5m x 21m, đất vuông vắn, mặt tiền đẹp. Đường thông ô tô. Phù hợp xây ở rộng rãi: Vị trí lý tưởng cho khách hàng muốn xây nhà rộng rãi, thoáng đãng tại khu vực an ninh tốt, khu dân cư văn minh. Tiện ích xung quanh: Khu vực sầm uất, tiện ích xung quanh đầy đủ: Trường học các cấp, chợ, siêu thị, trung tâm thương mại. Vị trí trung tâm phường Giang Biên, gần Khu đô thị Việt Hưng, cách UBND và Công an phường vài phút di chuyển. Mảnh đất tuyệt vời cho gia đình muốn an cư tại khu vực phát triển và đầy đủ tiện nghi. Liên hệ ngay để biết thêm chi tiết và đi xem đất! SDT:  0941 737 ***",08/11/2024,23/11/2024,105 triệu/m²,105 m²,Bắc,Sổ đỏ/ Sổ hồng,N/A,N/A,5 m,3 m,N/A,N/A,N/A,Tin thường,41467183
